0,1,198.13,818.12,113.34,261.88,0.830,1,1
0,2,1476.48,644.74,70.52,198.26,0.752,1,1
0,3,346.99,823.02,102.99,256.98,0.715,1,1
0,4,407.65,789.20,82.42,280.30,0.683,1,1
0,5,1590.92,677.60,98.78,224.07,0.670,1,1
0,6,1168.03,600.70,61.56,211.32,0.656,1,1
0,7,674.15,682.16,91.72,209.59,0.615,1,1
0,8,1668.02,675.25,71.30,193.31,0.599,1,1
0,9,764.23,691.45,85.57,201.00,0.598,1,1
0,10,1023.80,615.27,64.85,176.14,0.568,1,1
0,11,961.23,608.35,57.57,183.63,0.523,1,1
0,12,696.99,685.22,67.38,199.10,0.514,1,1
0,13,868.02,546.99,40.94,128.27,0.477,1,1
0,14,1435.65,624.50,49.16,158.18,0.404,1,1
0,15,1370.96,1025.66,74.79,54.34,0.389,1,1
0,16,1662.21,828.81,87.27,249.48,0.357,1,1
1,1,200.06,816.36,114.10,263.64,0.854,1,1
1,2,1474.04,643.49,71.18,200.26,0.676,1,1
1,3,348.42,820.95,103.65,258.68,0.721,1,1
1,4,407.37,786.82,82.58,280.88,0.720,1,1
1,5,1582.24,678.69,99.66,226.17,0.626,1,1
1,6,1170.18,600.47,59.22,203.24,0.581,1,1
1,7,669.05,684.21,94.13,214.97,0.672,1,1
1,8,1665.13,674.20,66.20,179.31,0.538,1,1
1,9,763.15,691.78,86.17,202.50,0.524,1,1
1,10,1026.05,612.65,66.04,179.61,0.537,1,1
1,11,961.96,612.12,56.69,180.81,0.501,1,1
1,13,866.51,541.39,43.54,136.54,0.474,1,1
1,14,1436.67,619.01,51.09,164.44,0.440,1,1
1,15,1374.24,1027.74,71.98,52.26,0.387,1,1
1,16,1662.95,823.71,89.49,255.68,0.666,1,1
2,1,202.53,816.08,114.28,263.92,0.856,1,1
2,2,1471.94,644.16,71.52,201.76,0.618,1,1
2,3,350.46,820.29,103.99,259.61,0.765,1,1
2,4,407.86,783.62,83.33,284.19,0.728,1,1
2,5,1580.39,679.58,98.53,224.07,0.525,1,1
2,6,1171.75,600.38,58.77,201.94,0.536,1,1
2,7,666.06,685.76,94.45,215.65,0.698,1,1
2,8,1661.86,678.21,63.84,172.79,0.438,1,1
2,9,763.36,692.00,85.98,201.91,0.548,1,1
2,10,1029.67,609.87,67.93,185.39,0.573,1,1
2,11,961.81,609.70,58.34,186.14,0.568,1,1
2,13,867.10,537.11,45.62,143.07,0.539,1,1
2,16,1665.80,824.58,89.17,254.32,0.701,1,1
3,1,205.54,815.22,114.80,264.78,0.859,1,1
3,2,1465.07,642.39,73.49,208.34,0.629,1,1
3,3,353.45,823.25,102.95,256.74,0.789,1,1
3,4,410.07,781.81,81.92,280.20,0.726,1,1
3,5,1578.79,681.15,96.15,219.69,0.388,1,1
3,6,1175.54,607.02,57.48,197.22,0.606,1,1
3,7,665.08,686.07,94.84,216.70,0.689,1,1
3,8,1651.78,669.12,70.47,190.67,0.525,1,1
3,9,762.94,693.43,86.07,201.76,0.603,1,1
3,10,1031.26,617.02,67.31,184.23,0.652,1,1
3,11,964.23,611.26,59.12,188.55,0.633,1,1
3,13,868.63,535.38,47.08,147.73,0.501,1,1
3,16,1669.67,831.17,87.09,247.57,0.713,1,1
3,20,1292.97,378.80,278.62,126.95,0.357,25,1
4,1,207.19,815.45,114.89,264.55,0.861,1,1
4,2,1460.26,643.12,70.56,200.28,0.612,1,1
4,3,353.50,825.52,102.02,254.48,0.788,1,1
4,4,410.64,779.94,81.81,281.01,0.710,1,1
4,6,1177.98,609.75,57.74,197.73,0.592,1,1
4,7,664.77,686.58,94.96,217.40,0.660,1,1
4,8,1644.98,667.86,72.19,194.50,0.511,1,1
4,9,755.38,697.09,83.84,198.15,0.617,1,1
4,10,1032.72,619.27,67.25,185.00,0.580,1,1
4,11,966.38,612.27,59.94,190.83,0.598,1,1
4,13,869.20,533.68,47.34,148.63,0.439,1,1
4,16,1675.03,833.04,86.62,246.03,0.685,1,1
4,20,1287.87,380.01,286.40,130.62,0.382,25,1
4,12,691.25,689.85,65.48,193.27,0.493,1,1
5,1,208.82,815.10,115.18,264.90,0.861,1,1
5,2,1456.15,643.75,69.45,197.76,0.558,1,1
5,3,354.76,824.98,102.23,255.02,0.773,1,1
5,4,413.07,780.03,81.85,281.66,0.660,1,1
5,6,1179.29,610.56,57.33,196.25,0.602,1,1
5,7,664.14,687.15,94.39,216.70,0.637,1,1
5,8,1642.48,676.45,71.02,190.89,0.442,1,1
5,9,755.32,699.96,83.47,198.30,0.671,1,1
5,10,1036.21,621.04,66.83,183.97,0.593,1,1
5,11,967.76,614.27,59.97,190.19,0.607,1,1
5,13,870.62,533.25,46.95,147.34,0.406,1,1
5,16,1676.92,833.58,86.68,246.02,0.634,1,1
5,20,1286.98,380.98,283.69,129.48,0.347,25,1
5,12,690.11,689.83,66.34,196.05,0.489,1,1
5,5,1575.88,677.69,94.57,219.59,0.339,1,1
6,1,214.56,814.92,115.59,265.08,0.851,1,1
6,2,1455.66,639.58,68.00,194.99,0.597,1,1
6,3,361.18,824.48,102.55,255.52,0.724,1,1
6,4,417.61,779.28,81.49,280.87,0.661,1,1
6,6,1182.92,611.68,56.37,193.05,0.644,1,1
6,7,665.16,687.61,93.39,214.98,0.644,1,1
6,8,1639.76,677.44,68.72,184.19,0.419,1,1
6,9,754.55,702.09,83.62,200.35,0.695,1,1
6,10,1038.69,621.85,67.03,185.17,0.411,1,1
6,11,969.81,613.37,60.69,191.21,0.635,1,1
6,13,874.62,533.37,46.69,146.89,0.370,1,1
6,16,1681.27,831.70,87.13,247.66,0.607,1,1
6,5,1578.21,675.82,95.81,225.83,0.429,1,1
7,1,219.56,813.16,116.31,266.84,0.842,1,1
7,2,1454.88,631.94,68.17,197.81,0.605,1,1
7,3,367.03,824.81,101.93,255.19,0.726,1,1
7,4,423.23,778.82,81.32,280.32,0.673,1,1
7,6,1189.25,612.58,56.66,192.68,0.580,1,1
7,7,665.65,688.22,93.89,216.96,0.696,1,1
7,8,1640.11,676.45,65.40,175.59,0.436,1,1
7,9,758.39,703.97,83.80,200.65,0.761,1,1
7,10,1040.92,625.25,65.66,182.76,0.380,1,1
7,11,973.37,615.85,60.66,190.25,0.617,1,1
7,13,877.53,537.72,46.58,147.77,0.323,1,1
7,16,1686.27,832.53,87.08,246.19,0.709,1,1
7,5,1578.34,674.09,94.73,226.73,0.556,1,1
7,20,1291.77,380.66,283.91,129.63,0.370,25,1
8,1,221.73,813.92,115.96,266.08,0.846,1,1
8,2,1453.84,637.00,66.96,196.13,0.660,1,1
8,3,370.42,825.61,101.40,254.39,0.735,1,1
8,4,426.58,779.12,79.37,273.51,0.665,1,1
8,6,1191.59,612.70,57.67,194.30,0.509,1,1
8,7,665.09,689.85,93.44,216.71,0.710,1,1
8,8,1630.77,675.40,74.11,199.66,0.625,1,1
8,9,757.22,708.18,82.16,198.21,0.684,1,1
8,10,1040.49,627.33,65.20,183.31,0.356,1,1
8,11,975.48,616.69,61.20,191.47,0.682,1,1
8,13,877.00,536.78,47.52,151.91,0.317,1,1
8,16,1688.42,835.51,86.85,243.16,0.741,1,1
8,5,1569.57,675.56,91.22,223.64,0.566,1,1
8,20,1290.15,381.88,288.22,131.86,0.414,25,1
9,1,225.82,814.50,115.80,265.50,0.817,1,1
9,2,1450.70,637.49,66.91,197.21,0.722,1,1
9,3,372.96,825.60,100.95,254.40,0.716,1,1
9,4,429.52,780.21,80.45,277.53,0.642,1,1
9,6,1192.12,609.40,59.87,200.28,0.522,1,1
9,7,665.27,690.32,92.33,215.41,0.721,1,1
9,8,1625.47,671.83,76.82,208.27,0.698,1,1
9,9,758.44,709.32,82.28,199.02,0.758,1,1
9,10,1044.98,622.99,64.88,186.04,0.346,1,1
9,11,979.08,619.74,60.54,189.60,0.619,1,1
9,16,1689.91,837.26,87.28,242.30,0.650,1,1
9,5,1563.44,672.70,88.72,223.28,0.643,1,1
9,20,1292.19,383.71,285.68,130.82,0.423,25,1
10,1,231.24,814.49,115.77,265.51,0.847,1,1
10,2,1448.63,635.07,67.60,200.50,0.721,1,1
